,type,responses,trial_type,trial_index,time_elapsed,internal_node_id,mode,subject_cond,exp,uniqueid,success,recalled_list,matching_list,missing_list,shown_list,num_correct,instructions,times,correct_sizes,used_time,list_type,reminder,id,total_points
720,reminder,,reminder,58.0,1861955.0,0.0-60.0,pilot,40,expAv3,debugQ6F01:debug6U7tZ,False,['GRASS'],[],"['HOSE', 'BLOCKS', 'NINTENDO', 'BLUEGRASS']","['PITCHFORK', 'CELLAR', 'FLOOR', 'HOSE', 'BLOCKS', 'NINTENDO', 'CLIPPERS', 'BLUEGRASS', 'PUNK', 'BALL', 'BUCKET', 'OPERA', 'BLUES', 'KITE', 'WING', 'ROOF']",0.0,False,[3190],,,categorized_16_9,CLIPPERS,,
721,text-recall,,text-recall,61.0,1981975.0,0.0-63.0,pilot,40,expAv3,debugQ6F01:debug6U7tZ,False,"['JEEP', 'HELICOPTER', 'STREETCAR', 'VAN', 'TRAILER', 'OIL', 'ELECTRICITY', 'NUCLEAR', 'FOG', 'SUNSHINE', 'CYCLONE', 'MONSOON', 'PENCIL', 'RULER']","['JEEP', 'HELICOPTER', 'STREETCAR', 'TRAILER', 'OIL', 'ELECTRICITY', 'NUCLEAR', 'FOG', 'SUNSHINE', 'CYCLONE', 'MONSOON', 'PENCIL', 'RULER']","['SCREW', 'AXE', 'SOLAR']","['JEEP', 'CYCLONE', 'SCREW', 'AXE', 'FOG', 'RULER', 'STREETCAR', 'PENCIL', 'NUCLEAR', 'SUNSHINE', 'ELECTRICITY', 'OIL', 'TRAILER', 'SOLAR', 'MONSOON', 'HELICOPTER']",13.0,False,"[3721, 2843, 6147, 1145, 6021, 1193, 10499, 1736, 6712, 3913, 1558, 5038, 11895, 1362]",True,64712.0,categorized_16_3,,,
722,reminder,,reminder,62.0,2011260.0,0.0-64.0,pilot,40,expAv3,debugQ6F01:debug6U7tZ,False,['SCREW'],['SCREW'],['SOLAR'],"['JEEP', 'CYCLONE', 'SCREW', 'AXE', 'FOG', 'RULER', 'STREETCAR', 'PENCIL', 'NUCLEAR', 'SUNSHINE', 'ELECTRICITY', 'OIL', 'TRAILER', 'SOLAR', 'MONSOON', 'HELICOPTER']",1.0,False,[1957],,,categorized_16_3,AXE,,
723,survey-text,"{""Q0"":""""}",survey-text,65.0,2021130.0,0.0-67.0,pilot,40,expAv3,debugQ6F01:debug6U7tZ,,,,,,,,,,,,,,
724,total-points,,,,,,,,,debugQ6F01:debug6U7tZ,,,,,,,,,,,,,debugQ6F01:debug6U7tZ,115.0
725,survey-text,"{""Q0"":""5eb57a827b87b908ed464aca""}",survey-text,0.0,2675.0,0.0-0.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,,,,,,,,,,,,,,
726,text-recall,,text-recall,25.0,584119.0,0.0-27.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['REDWOOD', 'CEDAR', 'BEECH', 'EVERGREEN', 'GYMNASTICS', 'BADMINTON', 'TRACK', 'LACROSSE', 'PEACOCK', 'PENGUIN', 'BUREA']","['REDWOOD', 'CEDAR', 'BEECH', 'EVERGREEN', 'GYMNASTICS', 'BADMINTON', 'TRACK', 'LACROSSE', 'PEACOCK', 'PENGUIN']","['BUREAU', 'DESK', 'LAMP', 'CABINET', 'DUCK', 'DOVE']","['BUREAU', 'DESK', 'GYMNASTICS', 'LAMP', 'CEDAR', 'TRACK', 'LACROSSE', 'CABINET', 'REDWOOD', 'BEECH', 'PENGUIN', 'DUCK', 'EVERGREEN', 'PEACOCK', 'BADMINTON', 'DOVE']",10.0,False,"[3109, 1474, 1338, 1846, 2468, 2096, 2330, 2458, 5440, 3699, 7387]",True,60201.0,categorized_16_1,,,
727,reminder,,reminder,26.0,617784.0,0.0-28.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['DESK', 'LAMP']",['LAMP'],"['BUREAU', 'CABINET', 'DUCK', 'DOVE']","['BUREAU', 'DESK', 'GYMNASTICS', 'LAMP', 'CEDAR', 'TRACK', 'LACROSSE', 'CABINET', 'REDWOOD', 'BEECH', 'PENGUIN', 'DUCK', 'EVERGREEN', 'PEACOCK', 'BADMINTON', 'DOVE']",1.0,False,"[1080, 2188]",,,categorized_16_1,DESK,,
728,text-recall,,text-recall,29.0,732493.0,0.0-31.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['PIG', 'SHEEP', 'LIZARD', 'CRIMSON', 'MAROON', 'TAN', 'MOSQUITO', 'WASP', 'BEETLE', 'SHARK', 'TUNA', 'HERRING', 'BROWN', 'BEETLE']","['PIG', 'SHEEP', 'LIZARD', 'CRIMSON', 'MAROON', 'TAN', 'MOSQUITO', 'WASP', 'BEETLE', 'SHARK', 'TUNA', 'HERRING', 'BROWN']","['CARP', 'RABBIT', 'WORM']","['CRIMSON', 'CARP', 'HERRING', 'BROWN', 'TAN', 'RABBIT', 'TUNA', 'BEETLE', 'SHARK', 'LIZARD', 'SHEEP', 'MAROON', 'MOSQUITO', 'WASP', 'WORM', 'PIG']",13.0,False,"[1548, 932, 1497, 2759, 1240, 836, 10543, 926, 1393, 2080, 781, 7384, 8802, 10106]",True,51705.0,categorized_16_4,,,
729,reminder,,reminder,30.0,774476.0,0.0-32.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,['WORM'],[],"['CARP', 'RABBIT']","['CRIMSON', 'CARP', 'HERRING', 'BROWN', 'TAN', 'RABBIT', 'TUNA', 'BEETLE', 'SHARK', 'LIZARD', 'SHEEP', 'MAROON', 'MOSQUITO', 'WASP', 'WORM', 'PIG']",0.0,False,[1556],,,categorized_16_4,WORM,,
730,text-recall,,text-recall,33.0,1025563.0,0.0-35.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['FLOOD', 'RAIN', 'SNOW', 'FOG', 'DIGEST', 'ENTRANCE', 'SOIL', 'MANUSCRIPT', 'NOVEL']","['FLOOD', 'RAIN', 'SNOW', 'FOG', 'DIGEST', 'ENTRANCE', 'SOIL', 'MANUSCRIPT', 'NOVEL']","['NOTE', 'BUCKET', 'PITCHFORK', 'CELLAR', 'ELEVATOR', 'CLIPPERS', 'PORCH']","['NOTE', 'SNOW', 'BUCKET', 'ENTRANCE', 'SOIL', 'PITCHFORK', 'MANUSCRIPT', 'NOVEL', 'CELLAR', 'ELEVATOR', 'CLIPPERS', 'DIGEST', 'RAIN', 'PORCH', 'FOG', 'FLOOD']",9.0,False,"[1774, 4017, 1366, 1988, 1851, 4074, 2609, 12697, 3544]",True,44200.0,categorized_16_6,,,
731,reminder,,reminder,34.0,1075226.0,0.0-36.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['CLIPPERS', 'FLOOD', 'PITCHFORK']",['PITCHFORK'],"['NOTE', 'BUCKET', 'CELLAR', 'ELEVATOR', 'PORCH']","['NOTE', 'SNOW', 'BUCKET', 'ENTRANCE', 'SOIL', 'PITCHFORK', 'MANUSCRIPT', 'NOVEL', 'CELLAR', 'ELEVATOR', 'CLIPPERS', 'DIGEST', 'RAIN', 'PORCH', 'FOG', 'FLOOD']",1.0,False,"[2813, 25987, 9380]",,,categorized_16_6,CLIPPERS,,
732,text-recall,,text-recall,37.0,1182029.0,0.0-39.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['VALLEY', 'CANYON', 'SOUL', 'WATER', 'VOLLEYBALL', 'FENCING', 'SWIMMING', 'DESERT', 'ELECTRICITY']","['VALLEY', 'CANYON', 'SOUL', 'WATER', 'VOLLEYBALL', 'FENCING', 'SWIMMING', 'DESERT', 'ELECTRICITY']","['ALTERNATIVE', 'OPERA', 'STEAM', 'POP', 'WRESTLING', 'NUCLEAR', 'CAVE']","['ALTERNATIVE', 'CANYON', 'FENCING', 'VOLLEYBALL', 'OPERA', 'STEAM', 'POP', 'WRESTLING', 'DESERT', 'NUCLEAR', 'CAVE', 'VALLEY', 'SWIMMING', 'SOUL', 'ELECTRICITY', 'WATER']",9.0,False,"[3116, 1727, 1000, 1105, 2122, 1384, 1864, 8337, 12948]",True,50329.0,categorized_16_9,,,
733,reminder,,reminder,38.0,1225547.0,0.0-40.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['CAVE', 'CANYON', 'VALLEY']",[],"['ALTERNATIVE', 'OPERA', 'STEAM', 'POP', 'WRESTLING', 'NUCLEAR']","['ALTERNATIVE', 'CANYON', 'FENCING', 'VOLLEYBALL', 'OPERA', 'STEAM', 'POP', 'WRESTLING', 'DESERT', 'NUCLEAR', 'CAVE', 'VALLEY', 'SWIMMING', 'SOUL', 'ELECTRICITY', 'WATER']",0.0,False,"[2177, 1605, 4478]",,,categorized_16_9,CAVE,,
734,text-recall,,text-recall,41.0,1334294.0,0.0-43.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['SWING', 'TROLLEY', 'VAN', 'OPERA', 'INSTRUMENTAL', 'TECHNO', 'GOSPEL', 'TANGO', 'SALSA', 'GLACIER', 'ALTERNATIVE', 'GORGE']","['SWING', 'TROLLEY', 'VAN', 'INSTRUMENTAL', 'TECHNO', 'GOSPEL', 'TANGO', 'SALSA', 'GLACIER', 'GORGE']","['STREAM', 'STREETCAR', 'PLAIN', 'PUNK', 'CART', 'BALLET']","['INSTRUMENTAL', 'TECHNO', 'STREAM', 'STREETCAR', 'SALSA', 'TANGO', 'PLAIN', 'PUNK', 'GLACIER', 'GORGE', 'CART', 'GOSPEL', 'SWING', 'TROLLEY', 'BALLET', 'VAN']",10.0,False,"[1336, 1903, 1061, 1754, 2532, 1546, 1609, 1489, 1118, 1768, 10099, 17210]",True,48379.0,categorized_16_7,,,
735,reminder,,reminder,42.0,1379758.0,0.0-44.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['CART', 'PLAIN']",['CART'],"['STREAM', 'STREETCAR', 'PUNK', 'BALLET']","['INSTRUMENTAL', 'TECHNO', 'STREAM', 'STREETCAR', 'SALSA', 'TANGO', 'PLAIN', 'PUNK', 'GLACIER', 'GORGE', 'CART', 'GOSPEL', 'SWING', 'TROLLEY', 'BALLET', 'VAN']",1.0,False,"[1923, 1709]",,,categorized_16_7,PLAIN,,
736,text-recall,,text-recall,45.0,1487285.0,0.0-47.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['CRANE', 'SWAN', 'PARROT', 'HAWK', 'CLARINET', 'FIDDLE', 'BANJO', 'CRANE']","['CRANE', 'PARROT', 'HAWK', 'CLARINET', 'FIDDLE', 'BANJO']","['PLATEAU', 'POND', 'ACCORDION', 'BALL', 'KITE', 'NINTENDO', 'PUZZLE', 'ISLAND', 'RIVER', 'FALCON']","['PARROT', 'CLARINET', 'PLATEAU', 'POND', 'ACCORDION', 'CRANE', 'BALL', 'KITE', 'NINTENDO', 'PUZZLE', 'FIDDLE', 'BANJO', 'ISLAND', 'RIVER', 'HAWK', 'FALCON']",6.0,False,"[1229, 1084, 1606, 1345, 2128, 1214, 1565, 6592]",True,38911.0,categorized_16_2,,,
737,reminder,,reminder,46.0,1542209.0,0.0-48.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['KITE', 'PUZZLE']",['PUZZLE'],"['PLATEAU', 'POND', 'ACCORDION', 'BALL', 'NINTENDO', 'ISLAND', 'RIVER', 'FALCON']","['PARROT', 'CLARINET', 'PLATEAU', 'POND', 'ACCORDION', 'CRANE', 'BALL', 'KITE', 'NINTENDO', 'PUZZLE', 'FIDDLE', 'BANJO', 'ISLAND', 'RIVER', 'HAWK', 'FALCON']",1.0,False,"[1016, 1625]",,,categorized_16_2,KITE,,
738,text-recall,,text-recall,49.0,1648155.0,0.0-51.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['FIR', 'ELM', 'GRAPE', 'STRAWBERRY', 'FIG', 'EUCALYPTUS', 'SAGE']","['FIR', 'ELM', 'GRAPE', 'STRAWBERRY', 'FIG', 'EUCALYPTUS', 'SAGE']","['FERRY', 'SCHOONER', 'CHERRY', 'MAPLE', 'TANKER', 'GINGER', 'STEAMBOAT', 'VANILLA', 'SUGAR']","['FERRY', 'SAGE', 'STRAWBERRY', 'SCHOONER', 'CHERRY', 'MAPLE', 'TANKER', 'GINGER', 'STEAMBOAT', 'EUCALYPTUS', 'VANILLA', 'FIR', 'ELM', 'GRAPE', 'SUGAR', 'FIG']",7.0,False,"[1624, 2523, 1373, 3062, 12899, 5128, 1220]",True,36432.0,categorized_16_0,,,
739,reminder,,reminder,50.0,1705597.0,0.0-52.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,['STEAMBOAT'],[],"['FERRY', 'SCHOONER', 'CHERRY', 'MAPLE', 'TANKER', 'GINGER', 'VANILLA', 'SUGAR']","['FERRY', 'SAGE', 'STRAWBERRY', 'SCHOONER', 'CHERRY', 'MAPLE', 'TANKER', 'GINGER', 'STEAMBOAT', 'EUCALYPTUS', 'VANILLA', 'FIR', 'ELM', 'GRAPE', 'SUGAR', 'FIG']",0.0,False,[4002],,,categorized_16_0,STEAMBOAT,,
740,text-recall,,text-recall,53.0,1830831.0,0.0-55.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['BOLT', 'LIGHTNING', 'LAKE', 'LACE', 'VELVET', 'LEATHER', 'TSUNAMI', 'SCREW', 'DRILL', 'RIVER', 'STREAM']","['BOLT', 'LIGHTNING', 'LAKE', 'LACE', 'VELVET', 'LEATHER', 'TSUNAMI', 'SCREW', 'DRILL']","['LINEN', 'LEVEL', 'SUNSHINE', 'HILL', 'VOLCANO', 'SEA', 'WIND']","['LINEN', 'TSUNAMI', 'DRILL', 'LEVEL', 'LACE', 'SUNSHINE', 'BOLT', 'LAKE', 'HILL', 'LEATHER', 'VOLCANO', 'SEA', 'LIGHTNING', 'VELVET', 'WIND', 'SCREW']",9.0,False,"[1880, 2852, 1349, 2095, 1656, 1825, 8249, 21285, 2257, 10657, 5890]",True,61363.0,categorized_16_3,,,
741,reminder,,reminder,54.0,1863291.0,0.0-56.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['WIND', 'WATER']",[],"['LINEN', 'LEVEL', 'SUNSHINE', 'HILL', 'VOLCANO', 'SEA']","['LINEN', 'TSUNAMI', 'DRILL', 'LEVEL', 'LACE', 'SUNSHINE', 'BOLT', 'LAKE', 'HILL', 'LEATHER', 'VOLCANO', 'SEA', 'LIGHTNING', 'VELVET', 'WIND', 'SCREW']",0.0,False,"[2727, 1011]",,,categorized_16_3,WIND,,
742,text-recall,,text-recall,57.0,1965899.0,0.0-59.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['BUNGALOW', 'COTTAGE', 'PALACE', 'FROST', 'CYCLONE', 'CLOUD', 'DORMITORY', 'WIND', 'THUNDER']","['BUNGALOW', 'COTTAGE', 'PALACE', 'FROST', 'CYCLONE', 'CLOUDS', 'DORMITORY', 'THUNDER']","['JACKET', 'LETTER', 'JEANS', 'DRESS', 'BULLETIN', 'HAT', 'BOOKLET', 'PAPER']","['JACKET', 'LETTER', 'CYCLONE', 'CLOUDS', 'DORMITORY', 'THUNDER', 'JEANS', 'DRESS', 'BULLETIN', 'FROST', 'BUNGALOW', 'COTTAGE', 'HAT', 'BOOKLET', 'PALACE', 'PAPER']",8.0,False,"[2886, 2637, 2616, 2342, 1558, 1523, 3546, 7415, 4786]",True,45528.0,categorized_16_5,,,
743,reminder,,reminder,58.0,2014637.0,0.0-60.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['BOOKLET', 'PAPER']",['PAPER'],"['JACKET', 'LETTER', 'JEANS', 'DRESS', 'BULLETIN', 'HAT']","['JACKET', 'LETTER', 'CYCLONE', 'CLOUDS', 'DORMITORY', 'THUNDER', 'JEANS', 'DRESS', 'BULLETIN', 'FROST', 'BUNGALOW', 'COTTAGE', 'HAT', 'BOOKLET', 'PALACE', 'PAPER']",1.0,False,"[2573, 3184]",,,categorized_16_5,BOOKLET,,
744,text-recall,,text-recall,61.0,2164345.0,0.0-63.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['ESSAY', 'EDITORIAL', 'GALE', 'SHORTS', 'ANTELOPE', 'DEER', 'SQUIRREL']","['ESSAY', 'EDITORIAL', 'GALE', 'SHORTS', 'ANTELOPE', 'DEER', 'SQUIRREL']","['SLIP', 'DROUGHT', 'ROBE', 'BLIZZARD', 'TYPHOON', 'GOAT', 'PAMPHLET', 'BELT', 'JOURNAL']","['SLIP', 'SQUIRREL', 'DROUGHT', 'ROBE', 'ANTELOPE', 'BLIZZARD', 'TYPHOON', 'GOAT', 'PAMPHLET', 'DEER', 'BELT', 'EDITORIAL', 'JOURNAL', 'GALE', 'SHORTS', 'ESSAY']",7.0,False,"[1695, 1844, 2123, 1686, 5205, 1097, 15906]",False,73602.0,categorized_16_8,,,
745,reminder,,reminder,62.0,2189433.0,0.0-64.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,False,"['SLIP', 'DRESS']",[],"['DROUGHT', 'ROBE', 'BLIZZARD', 'TYPHOON', 'GOAT', 'PAMPHLET', 'BELT', 'JOURNAL']","['SLIP', 'SQUIRREL', 'DROUGHT', 'ROBE', 'ANTELOPE', 'BLIZZARD', 'TYPHOON', 'GOAT', 'PAMPHLET', 'DEER', 'BELT', 'EDITORIAL', 'JOURNAL', 'GALE', 'SHORTS', 'ESSAY']",0.0,False,"[1731, 8626]",,,categorized_16_8,SLIP,,
746,survey-text,"{""Q0"":""""}",survey-text,65.0,2203848.0,0.0-67.0,pilot,32,expAv3,debug8gBZB:debugGaV6Y,,,,,,,,,,,,,,
747,total-points,,,,,,,,,debug8gBZB:debugGaV6Y,,,,,,,,,,,,,debug8gBZB:debugGaV6Y,105.0
748,survey-text,"{""Q0"":""6100c34a0725a47de025abf5""}",survey-text,0.0,10098.0,0.0-0.0,pilot,28,expAv3,debugOwHGi:debug5r25x,,,,,,,,,,,,,,
749,text-recall,,text-recall,25.0,647273.0,0.0-27.0,pilot,28,expAv3,debugOwHGi:debug5r25x,True,"['ENTRANCE', 'PORCH', 'GORGE', 'ELEVATOR', 'WATERFALL', 'LAKE', 'PIG', 'WING', 'MOOSE', 'MOUSE', 'JOURNAL', 'NOTE', 'MOOSE', 'GORGE', 'WING', 'SEA', 'REPORT', 'PORCH', 'ANTELOPE', 'MANUSCRIPT']","['ENTRANCE', 'PORCH', 'GORGE', 'ELEVATOR', 'WATERFALL', 'LAKE', 'PIG', 'WING', 'MOOSE', 'MOUSE', 'JOURNAL', 'NOTE', 'SEA', 'REPORT', 'ANTELOPE', 'MANUSCRIPT']",[],"['PIG', 'NOTE', 'ENTRANCE', 'MOOSE', 'ELEVATOR', 'GORGE', 'WING', 'WATERFALL', 'REPORT', 'SEA', 'JOURNAL', 'PORCH', 'MOUSE', 'LAKE', 'MANUSCRIPT', 'ANTELOPE']",16.0,False,"[3225, 1092, 1595, 1545, 1551, 629, 1812, 1720, 4838, 1057, 3837, 700, 6265, 5690, 2238, 10509, 2516, 6934, 8145, 6525]",True,90000.0,categorized_16_8,,,
750,reminder,,reminder,26.0,648282.0,0.0-28.0,pilot,28,expAv3,debugOwHGi:debug5r25x,True,[],[],[],"['PIG', 'NOTE', 'ENTRANCE', 'MOOSE', 'ELEVATOR', 'GORGE', 'WING', 'WATERFALL', 'REPORT', 'SEA', 'JOURNAL', 'PORCH', 'MOUSE', 'LAKE', 'MANUSCRIPT', 'ANTELOPE']",0.0,False,[],,,categorized_16_8,,,
751,text-recall,,text-recall,29.0,795739.0,0.0-31.0,pilot,28,expAv3,debugOwHGi:debug5r25x,True,"['MAPLE', 'ELM', 'WILLOW', 'BUCKET', 'CARP', 'TUNA', 'CATFISH', 'WALLS', 'CLOSET', 'FLOOR', 'CEILING', 'CLIPPERS', 'PITCHFORK', 'HOSE', 'WILLOW', 'ELM', 'DEERK', 'DEER', 'ELK', 'HERRING', 'POPULAR', 'POPLAR']","['MAPLE', 'ELM', 'WILLOW', 'BUCKET', 'CARP', 'TUNA', 'CATFISH', 'WALLS', 'CLOSET', 'FLOOR', 'CEILING', 'CLIPPERS', 'PITCHFORK', 'HOSE', 'HERRING', 'POPLAR']",[],"['CLIPPERS', 'PITCHFORK', 'HOSE', 'HERRING', 'WILLOW', 'BUCKET', 'CARP', 'CLOSET', 'WALLS', 'ELM', 'CEILING', 'TUNA', 'CATFISH', 'FLOOR', 'POPLAR', 'MAPLE']",16.0,False,"[2028, 619, 1112, 913, 1046, 1382, 1282, 1015, 754, 1583, 1070, 4784, 2349, 7402, 1576, 15435, 843, 2104, 541, 12125, 8752, 2647]",True,90000.0,categorized_16_3,,,
752,reminder,,reminder,30.0,796748.0,0.0-32.0,pilot,28,expAv3,debugOwHGi:debug5r25x,True,[],[],[],"['CLIPPERS', 'PITCHFORK', 'HOSE', 'HERRING', 'WILLOW', 'BUCKET', 'CARP', 'CLOSET', 'WALLS', 'ELM', 'CEILING', 'TUNA', 'CATFISH', 'FLOOR', 'POPLAR', 'MAPLE']",0.0,False,[],,,categorized_16_3,,,
753,text-recall,,text-recall,33.0,894664.0,0.0-35.0,pilot,28,expAv3,debugOwHGi:debug5r25x,False,"['RIVER', 'GLACIER', 'BLOCKS', 'BALL', 'NINTENDO', 'CAVE', 'SPARROW', 'CLIPPERS', 'SCISSORS', 'BLOCKS']","['RIVER', 'GLACIER', 'BLOCKS', 'BALL', 'CAVE', 'SPARROW']","['SKIRT', 'CRANE', 'BOXERS', 'SHORTS', 'BELT', 'FINCH', 'PUZZLE', 'CHICKEN', 'NINTENDO', 'FAULT']","['BLOCKS', 'GLACIER', 'SKIRT', 'CRANE', 'BOXERS', 'SPARROW', 'SHORTS', 'BELT', 'CAVE', 'FINCH', 'PUZZLE', 'CHICKEN', 'NINTENDO', 'BALL', 'FAULT', 'RIVER']",6.0,False,"[1643, 1014, 864, 1004, 1271, 709, 4373, 5828, 5322, 4330]",False,42270.0,categorized_16_9,,,
754,reminder,,reminder,34.0,946161.0,0.0-36.0,pilot,28,expAv3,debugOwHGi:debug5r25x,False,['FAULT'],[],"['SKIRT', 'CRANE', 'BOXERS', 'SHORTS', 'BELT', 'FINCH', 'PUZZLE', 'CHICKEN', 'NINTENDO']","['BLOCKS', 'GLACIER', 'SKIRT', 'CRANE', 'BOXERS', 'SPARROW', 'SHORTS', 'BELT', 'CAVE', 'FINCH', 'PUZZLE', 'CHICKEN', 'NINTENDO', 'BALL', 'FAULT', 'RIVER']",0.0,False,[1741],,,categorized_16_9,FAULT,,
755,text-recall,,text-recall,37.0,1098635.0,0.0-39.0,pilot,28,expAv3,debugOwHGi:debug5r25x,True,"['TIGER', 'DONKEY', 'STEAM', 'STEAMBOAT', 'FALCON', 'WIZARD', 'ELECTRICITY', 'PENGUIN', 'PEACOCK', 'FERRY', 'TANKER', 'BATTLESHIP', 'TURTLE', 'SWAN', 'WIZARD', 'POWER', 'SOLAR', 'LIZARD', 'NUCLEAR', 'PLANT']","['TIGER', 'DONKEY', 'STEAM', 'STEAMBOAT', 'FALCON', 'ELECTRICITY', 'PENGUIN', 'PEACOCK', 'FERRY', 'TANKER', 'BATTLESHIP', 'TURTLE', 'SWAN', 'SOLAR', 'LIZARD', 'NUCLEAR']",[],"['LIZARD', 'NUCLEAR', 'ELECTRICITY', 'PENGUIN', 'PEACOCK', 'TANKER', 'FERRY', 'TURTLE', 'BATTLESHIP', 'SWAN', 'STEAMBOAT', 'TIGER', 'DONKEY', 'SOLAR', 'FALCON', 'STEAM']",16.0,False,"[4253, 945, 3198, 1550, 1068, 1338, 5986, 3488, 1911, 9272, 1124, 2048, 2599, 1271, 5939, 5005, 618, 9509, 3722, 1834]",True,90000.0,categorized_16_2,,,
756,reminder,,reminder,38.0,1099643.0,0.0-40.0,pilot,28,expAv3,debugOwHGi:debug5r25x,True,[],[],[],"['LIZARD', 'NUCLEAR', 'ELECTRICITY', 'PENGUIN', 'PEACOCK', 'TANKER', 'FERRY', 'TURTLE', 'BATTLESHIP', 'SWAN', 'STEAMBOAT', 'TIGER', 'DONKEY', 'SOLAR', 'FALCON', 'STEAM']",0.0,False,[],,,categorized_16_2,,,
757,text-recall,,text-recall,41.0,1246176.0,0.0-43.0,pilot,28,expAv3,debugOwHGi:debug5r25x,True,"['CLIFF', 'BLUEGRASS', 'GOSPEL', 'SYMPHONY', 'OPERA', 'ORCHESTRA', 'RABBIT', 'FOX', 'SQUIRREL', 'CLIFF', 'BUNNY', 'RABBIT', 'BUFFALO', 'WING', 'SUGAR', 'VANILLA', 'SAGE', 'POND', 'CLIFF', 'VALLEY', 'CHOCOLATE', 'CANYON', 'GINGER']","['CLIFF', 'BLUEGRASS', 'GOSPEL', 'SYMPHONY', 'OPERA', 'RABBIT', 'FOX', 'SQUIRREL', 'BUFFALO', 'SUGAR', 'VANILLA', 'SAGE', 'POND', 'VALLEY', 'CANYON', 'GINGER']",[],"['SQUIRREL', 'RABBIT', 'GOSPEL', 'POND', 'BLUEGRASS', 'SUGAR', 'OPERA', 'SAGE', 'VALLEY', 'FOX', 'VANILLA', 'CANYON', 'SYMPHONY', 'BUFFALO', 'GINGER', 'CLIFF']",16.0,False,"[2267, 2632, 991, 1439, 1621, 1844, 1270, 565, 3634, 798, 10090, 854, 9969, 629, 2441, 1102, 665, 5038, 1183, 1215, 4489, 5073, 9404]",True,90000.0,categorized_16_0,,,
758,reminder,,reminder,42.0,1247182.0,0.0-44.0,pilot,28,expAv3,debugOwHGi:debug5r25x,True,[],[],[],"['SQUIRREL', 'RABBIT', 'GOSPEL', 'POND', 'BLUEGRASS', 'SUGAR', 'OPERA', 'SAGE', 'VALLEY', 'FOX', 'VANILLA', 'CANYON', 'SYMPHONY', 'BUFFALO', 'GINGER', 'CLIFF']",0.0,False,[],,,categorized_16_0,,,
759,text-recall,,text-recall,45.0,1414638.0,0.0-47.0,pilot,28,expAv3,debugOwHGi:debug5r25x,False,"['VOLCANO', 'AXE', 'PLAIN', 'VALLEY', 'BUTTERFLY', 'WORM', 'WASP', 'HORNET', 'PENCIL', 'DRILL', 'VOLCANO', 'PLAIN', 'RIVER', 'STREAM', 'BUNGALOW', 'PALACE', 'HUT']","['VOLCANO', 'AXE', 'PLAIN', 'BUTTERFLY', 'WORM', 'WASP', 'HORNET', 'PENCIL', 'DRILL', 'STREAM', 'BUNGALOW', 'PALACE', 'HUT']","['COTTAGE', 'RAVINE', 'LEVEL']","['STREAM', 'BUNGALOW', 'WASP', 'PALACE', 'BUTTERFLY', 'PENCIL', 'HORNET', 'HUT', 'COTTAGE', 'DRILL', 'WORM', 'RAVINE', 'PLAIN', 'AXE', 'LEVEL', 'VOLCANO']",13.0,False,"[2588, 594, 833, 2892, 1652, 644, 854, 1180, 1251, 866, 4014, 7056, 695, 855, 1428, 1172, 1090]",True,90000.0,categorized_16_5,,,
760,reminder,,reminder,46.0,1415646.0,0.0-48.0,pilot,28,expAv3,debugOwHGi:debug5r25x,False,[],[],[],"['STREAM', 'BUNGALOW', 'WASP', 'PALACE', 'BUTTERFLY', 'PENCIL', 'HORNET', 'HUT', 'COTTAGE', 'DRILL', 'WORM', 'RAVINE', 'PLAIN', 'AXE', 'LEVEL', 'VOLCANO']",0.0,False,[],,,categorized_16_5,,,
